Datetime,Open,High,Low,Close,side,reg_line_val
2022-04-01 01:04:00,4549.25,4550.0,4547.75,4550.0,short,4549.792827627773
2022-04-01 06:47:00,4535.75,4538.0,4535.0,4537.5,short,4537.223966422827
2022-04-01 08:21:00,4530.75,4533.0,4529.25,4531.75,short,4532.934572987363
2022-04-01 09:54:00,4509.75,4512.25,4509.75,4512.25,short,4511.0088317522695
2022-04-01 11:05:00,4523.25,4527.25,4522.75,4527.25,short,4525.884629958679
2022-04-01 11:36:00,4534.75,4535.0,4532.5,4533.0,long,4538.88491341707
2022-04-01 12:29:00,4519.25,4522.25,4518.75,4521.0,short,4521.656737183713
2022-04-01 13:19:00,4533.5,4534.5,4532.0,4534.25,long,4539.760658913112
2022-04-03 23:47:00,4547.0,4547.0,4546.25,4546.5,long,4548.03035615446
2022-04-04 00:19:00,4534.0,4534.75,4533.0,4533.75,long,4537.561621925577
2022-04-04 03:21:00,4549.0,4549.0,4548.0,4548.75,long,4549.527279542468
2022-04-04 06:55:00,4550.5,4557.25,4550.5,4556.5,short,4552.55266168395
2022-04-04 08:37:00,4561.5,4561.75,4559.0,4559.5,long,4562.774758428957
2022-04-04 12:55:00,4575.25,4575.5,4571.0,4572.75,long,4573.58507985521
2022-04-05 07:03:00,4585.5,4588.75,4585.5,4586.25,short,4587.537839338426
2022-04-05 07:37:00,4554.0,4554.0,4550.75,4551.0,long,4559.536338135345
2022-04-05 09:41:00,4541.25,4541.5,4540.0,4540.5,long,4542.388571457077
2022-04-05 15:01:00,4526.0,4526.5,4525.0,4525.25,long,4526.8200115245245
2022-04-05 19:55:00,4516.25,4516.5,4516.0,4516.0,short,4516.411294498485
2022-04-06 01:17:00,4502.75,4503.25,4500.25,4501.75,long,4504.914870244003
2022-04-06 03:26:00,4491.0,4491.5,4490.75,4491.5,long,4495.666849362925
2022-04-06 04:56:00,4477.5,4478.0,4476.75,4477.0,long,4479.734198039794
2022-04-06 07:10:00,4456.75,4459.75,4454.5,4459.5,short,4459.6721553847565
2022-04-06 10:06:00,4461.75,4462.75,4460.75,4462.5,short,4462.088545325833
2022-04-06 10:49:00,4474.5,4477.75,4474.5,4477.5,short,4474.8191224861475
2022-04-06 11:05:00,4483.75,4484.25,4475.75,4477.0,long,4482.553439386861
2022-04-06 13:17:00,4473.5,4473.5,4471.0,4471.25,long,4479.847944496854
2022-04-06 17:12:00,4461.75,4463.75,4461.25,4463.5,short,4463.152232331575
2022-04-06 23:48:00,4475.75,4477.0,4475.0,4475.5,short,4476.406091077229
2022-04-07 03:10:00,4488.5,4488.5,4488.25,4488.25,long,4490.280126865549
2022-04-07 05:50:00,4473.75,4474.25,4472.75,4473.75,short,4474.0728386102
2022-04-07 08:00:00,4461.75,4468.5,4460.75,4466.5,short,4465.945511858369
2022-04-07 09:52:00,4450.0,4451.25,4448.75,4451.25,short,4450.6237371665975
2022-04-07 10:19:00,4467.25,4471.75,4467.0,4469.75,short,4471.074739547362
2022-04-07 13:39:00,4494.25,4495.0,4494.0,4495.0,short,4494.755903285809
2022-04-07 23:37:00,4507.75,4508.75,4507.5,4507.75,short,4508.476100917364
2022-04-08 06:15:00,4490.0,4491.75,4489.75,4491.5,short,4491.033023261988
2022-04-08 07:27:00,4479.0,4483.75,4479.0,4483.5,short,4480.471782807189
2022-04-08 08:30:00,4502.75,4504.25,4502.5,4503.5,short,4503.648457263189
2022-04-08 11:39:00,4489.5,4492.25,4489.25,4490.75,short,4491.353188366444
2022-04-10 17:13:00,4470.5,4471.5,4470.0,4471.0,short,4470.9868857376705
2022-04-10 19:46:00,4458.75,4458.75,4457.75,4457.75,long,4459.697318287192
2022-04-11 02:30:00,4462.0,4462.25,4460.25,4461.25,long,4461.936736678395
2022-04-11 05:18:00,4451.75,4451.75,4450.25,4450.5,long,4452.678555188554
2022-04-11 08:33:00,4433.25,4434.5,4432.5,4434.0,short,4433.37399407647
2022-04-11 12:55:00,4404.75,4406.0,4403.5,4405.75,long,4408.6056438661235
2022-04-11 18:30:00,4391.5,4394.0,4391.0,4392.0,short,4393.5016073965335
2022-04-12 01:45:00,4405.25,4406.0,4404.5,4405.25,long,4408.630140718232
2022-04-12 05:57:00,4462.0,4462.25,4457.5,4457.5,long,4472.5299765623895
2022-04-12 06:26:00,4443.0,4444.25,4441.0,4441.0,short,4443.574299669203
2022-04-12 07:00:00,4460.5,4462.25,4455.5,4457.25,short,4461.358115941587
2022-04-12 08:45:00,4448.5,4449.5,4447.25,4448.25,long,4451.369414616646
2022-04-12 09:35:00,4426.0,4430.5,4425.5,4428.75,short,4430.436574361302
2022-04-12 11:33:00,4391.0,4391.25,4389.0,4389.5,long,4395.317438711693
2022-04-12 12:36:00,4379.0,4384.0,4378.5,4383.5,short,4380.748248948783
2022-04-12 13:09:00,4393.75,4398.0,4393.75,4397.75,short,4397.3559769368485
2022-04-12 18:14:00,4410.0,4410.25,4409.5,4410.0,long,4411.672579346526
2022-04-12 23:31:00,4422.0,4422.0,4420.75,4420.75,long,4424.09868479359
2022-04-13 02:59:00,4404.75,4405.5,4404.25,4404.75,long,4408.2320861884555
2022-04-13 04:18:00,4419.75,4420.5,4419.25,4420.0,long,4421.69575257128
2022-04-13 05:07:00,4398.0,4399.5,4397.75,4398.0,short,4398.960492660446
2022-04-13 08:04:00,4416.0,4418.5,4415.25,4416.75,short,4417.044036093956
2022-04-13 09:44:00,4432.25,4434.25,4432.25,4433.75,short,4433.240968867095
2022-04-13 12:48:00,4447.75,4448.5,4445.75,4446.75,long,4449.139950444074
2022-04-14 05:38:00,4436.0,4437.25,4434.5,4437.0,long,4439.12524154002
2022-04-14 06:48:00,4435.25,4435.25,4430.75,4431.5,long,4434.11131090679
2022-04-14 07:57:00,4423.0,4425.0,4422.5,4424.25,short,4424.466637835815
2022-04-14 10:28:00,4407.75,4408.25,4406.75,4407.25,short,4407.969538418195
2022-04-14 11:00:00,4421.5,4423.5,4421.0,4422.75,short,4422.504837673695
2022-04-14 12:09:00,4401.5,4401.75,4397.75,4398.0,long,4402.7888532715815
2022-04-14 13:45:00,4386.25,4387.25,4386.0,4387.0,short,4386.933626188466
2022-04-17 15:58:00,4372.0,4372.5,4372.0,4372.0,short,4372.396668489168
2022-04-17 17:40:00,4360.25,4361.25,4360.25,4361.0,short,4361.103391481696
2022-04-18 02:31:00,4363.75,4364.5,4363.75,4364.0,short,4364.309772848839
2022-04-18 05:35:00,4375.25,4379.25,4375.25,4378.5,short,4375.504833282199
2022-04-18 06:53:00,4390.0,4390.25,4385.75,4388.0,long,4394.7913042262435
2022-04-18 09:42:00,4367.0,4371.0,4366.5,4370.0,short,4367.633150178842
2022-04-18 10:32:00,4385.0,4391.75,4384.5,4390.25,short,4387.542996966874
2022-04-18 11:15:00,4398.25,4403.0,4398.25,4400.0,short,4401.960854158626
2022-04-18 15:00:00,4399.0,4401.5,4398.75,4399.0,short,4400.358025778899
2022-04-19 03:14:00,4374.75,4376.0,4374.5,4375.75,short,4375.819596024929
2022-04-19 05:16:00,4392.5,4392.5,4391.0,4391.0,long,4394.491336338279
2022-04-19 06:52:00,4406.0,4416.0,4405.75,4412.75,short,4409.2561877472635
2022-04-19 08:22:00,4443.0,4445.0,4442.75,4443.5,short,4444.925679282299
2022-04-19 13:41:00,4441.75,4442.75,4441.5,4442.5,short,4442.085370963015
2022-04-20 02:38:00,4456.25,4457.75,4455.5,4457.5,short,4457.483829213445
2022-04-20 06:03:00,4477.25,4478.25,4476.5,4476.75,long,4479.018383659051
2022-04-20 07:45:00,4475.0,4477.25,4474.75,4475.5,short,4475.919042759607
2022-04-20 10:14:00,4475.75,4477.5,4475.0,4475.25,short,4477.241738655495
2022-04-20 11:46:00,4454.75,4455.5,4453.5,4455.25,short,4455.3809624290825
2022-04-20 12:52:00,4461.75,4463.5,4458.75,4461.0,long,4463.794901476542
2022-04-20 19:55:00,4475.75,4476.25,4475.5,4476.25,short,4476.1060477470555
2022-04-21 01:17:00,4493.25,4493.25,4491.25,4492.0,long,4495.489438392203
2022-04-21 06:53:00,4507.0,4507.5,4502.0,4502.5,long,4506.937877709584
2022-04-21 07:19:00,4495.25,4495.25,4490.5,4490.5,long,4495.81987307059
2022-04-21 08:52:00,4461.25,4465.75,4460.75,4464.5,short,4463.577500333472
2022-04-21 10:54:00,4433.0,4433.0,4429.0,4429.25,long,4433.838240764299
2022-04-21 11:59:00,4400.5,4402.0,4397.0,4401.0,long,4405.098100518482
2022-04-21 12:39:00,4384.5,4389.75,4384.5,4388.0,short,4389.298332555411
2022-04-21 13:01:00,4385.5,4387.0,4384.0,4384.0,long,4390.465757424603
2022-04-21 18:36:00,4371.5,4373.0,4371.25,4371.25,short,4372.387256551873
2022-04-21 22:19:00,4384.75,4384.75,4383.5,4383.5,long,4386.58434644066
2022-04-22 03:43:00,4375.0,4376.75,4375.0,4376.25,short,4376.524761256563
2022-04-22 05:27:00,4388.75,4391.75,4388.75,4389.5,short,4389.390455879348
2022-04-22 06:30:00,4376.75,4377.75,4371.5,4374.0,long,4375.599433329235
2022-04-22 07:00:00,4351.0,4358.5,4348.5,4357.75,short,4353.670652054691
2022-04-22 07:32:00,4338.5,4340.5,4337.0,4340.25,short,4339.730516664846
2022-04-22 09:04:00,4309.75,4311.0,4309.0,4311.0,short,4310.749737266676
2022-04-22 09:39:00,4320.75,4321.0,4319.25,4320.25,long,4323.484743059675
2022-04-22 10:37:00,4304.75,4305.5,4303.0,4303.75,long,4306.671993762563
2022-04-22 11:10:00,4292.75,4294.25,4291.25,4293.5,short,4293.901080070666
2022-04-22 12:41:00,4307.5,4310.0,4304.75,4305.0,long,4313.068236308052
2022-04-24 15:25:00,4262.25,4263.5,4262.0,4263.25,short,4263.307929215201
2022-04-24 18:24:00,4240.25,4240.25,4234.5,4236.75,long,4239.8611338721585
2022-04-24 23:15:00,4227.25,4231.0,4227.0,4230.75,short,4229.398234999911
2022-04-25 01:40:00,4233.25,4233.25,4230.0,4231.5,long,4234.765709003569
2022-04-25 03:10:00,4231.0,4231.25,4229.0,4229.5,long,4234.193157446901
2022-04-25 06:15:00,4251.75,4254.5,4251.75,4254.0,short,4252.582457879422
2022-04-25 06:44:00,4235.25,4235.5,4224.75,4225.25,long,4235.7210720148905
2022-04-25 06:49:00,4221.75,4234.5,4221.25,4231.5,short,4232.2868482245685
2022-04-25 06:55:00,4222.0,4229.0,4219.25,4228.75,long,4228.165779676181
2022-04-25 07:07:00,4216.25,4222.0,4214.25,4221.5,short,4219.923642579407
2022-04-25 08:17:00,4211.0,4213.25,4209.5,4212.25,short,4213.042425157307
2022-04-25 09:00:00,4205.0,4205.5,4200.25,4200.5,long,4207.153192244168
2022-04-25 09:22:00,4223.75,4225.75,4221.75,4224.25,long,4232.112445488705
2022-04-25 09:52:00,4234.25,4234.5,4229.25,4229.75,long,4234.201961175401
2022-04-25 10:12:00,4236.75,4240.75,4236.75,4239.25,short,4239.200953110885
2022-04-25 11:44:00,4259.75,4261.25,4255.5,4257.25,long,4264.111902714608
2022-04-25 12:55:00,4293.75,4293.75,4288.5,4289.5,long,4295.740166943088
2022-04-26 00:36:00,4275.0,4275.25,4273.0,4274.75,long,4277.488288379865
2022-04-26 06:34:00,4262.25,4263.25,4257.25,4257.75,long,4261.765618562171
2022-04-26 06:49:00,4255.75,4258.0,4249.25,4249.5,short,4257.031999610558
2022-04-26 07:21:00,4230.0,4230.0,4221.25,4222.25,long,4229.350409799544
2022-04-26 08:00:00,4217.75,4218.0,4213.25,4214.25,long,4218.6683047934785
2022-04-26 09:05:00,4205.0,4207.75,4204.75,4206.0,short,4206.383096685776
2022-04-26 11:11:00,4201.5,4207.5,4201.5,4204.5,short,4205.807621660424
2022-04-26 11:37:00,4214.75,4217.0,4214.5,4215.75,short,4216.611475224212
2022-04-26 13:07:00,4158.25,4158.25,4149.25,4152.75,long,4160.515870167718
2022-04-26 15:00:00,4149.5,4155.0,4149.5,4152.25,short,4142.437244896382
2022-04-26 15:27:00,4169.75,4173.5,4169.75,4173.0,short,4173.123565488562
2022-04-26 19:49:00,4183.25,4186.0,4183.25,4186.0,short,4185.667858442785
2022-04-27 00:16:00,4190.25,4191.5,4187.75,4191.0,long,4192.358475328417
2022-04-27 02:32:00,4207.25,4207.25,4205.0,4205.0,long,4208.888870015503
2022-04-27 05:21:00,4189.0,4189.75,4188.5,4189.75,long,4193.240164710343
2022-04-27 06:24:00,4179.25,4179.75,4177.0,4177.0,long,4180.979464850167
2022-04-27 07:05:00,4202.0,4204.25,4197.25,4198.75,long,4203.11330755347
2022-04-27 08:13:00,4189.0,4199.0,4188.0,4194.0,short,4197.6424126034435
2022-04-27 09:21:00,4209.0,4216.75,4209.0,4216.0,short,4210.376776387527
2022-04-27 10:20:00,4211.0,4217.0,4210.75,4215.25,short,4214.26638373095
2022-04-27 10:49:00,4218.25,4223.75,4218.0,4222.5,short,4221.337464988327
2022-04-27 11:40:00,4212.0,4215.5,4211.5,4214.25,short,4214.160627307055
2022-04-27 12:55:00,4180.5,4186.75,4180.25,4183.0,short,4185.525954612212
2022-04-27 13:58:00,4213.0,4214.75,4211.0,4211.25,long,4216.5949962706145
2022-04-28 00:11:00,4225.75,4229.0,4225.0,4228.5,short,4228.298216212507
2022-04-28 01:49:00,4252.25,4252.25,4250.5,4251.0,long,4253.080051759544
2022-04-28 03:39:00,4239.5,4241.5,4239.5,4239.75,short,4241.214568260011
2022-04-28 05:37:00,4227.0,4230.25,4226.75,4229.75,short,4229.82469627524
2022-04-28 06:14:00,4228.0,4228.0,4226.5,4226.5,long,4230.9430127111245
2022-04-28 07:04:00,4196.0,4199.5,4194.0,4195.5,short,4198.735434029689
2022-04-28 07:25:00,4205.5,4205.75,4198.5,4201.0,long,4209.562875167508
2022-04-28 09:31:00,4239.25,4242.0,4239.25,4241.5,short,4241.802656041814
2022-04-28 09:44:00,4253.5,4254.5,4252.75,4254.25,short,4254.338089509555
2022-04-28 10:12:00,4275.0,4279.5,4275.0,4278.0,short,4278.851711176434
2022-04-28 12:10:00,4297.25,4297.5,4292.25,4294.0,long,4301.736316079951
2022-04-28 13:06:00,4269.0,4272.0,4266.5,4267.25,short,4271.394145542131
2022-04-28 17:11:00,4248.0,4248.5,4247.75,4248.5,short,4248.4738192842005
2022-04-28 20:51:00,4266.0,4267.75,4265.75,4266.0,short,4267.276001701291
2022-04-29 03:26:00,4251.0,4251.0,4246.5,4246.75,long,4250.247796720839
2022-04-29 06:24:00,4242.0,4244.0,4240.25,4242.0,long,4247.9186043585205
2022-04-29 06:57:00,4260.25,4263.0,4258.5,4260.5,short,4261.647460082848
2022-04-29 08:10:00,4210.0,4211.25,4208.0,4208.5,long,4213.296132215358
2022-04-29 08:47:00,4226.25,4226.25,4219.25,4221.5,long,4227.980045453687
2022-04-29 09:12:00,4199.25,4201.0,4197.25,4200.5,short,4200.63997706114
2022-04-29 10:02:00,4186.75,4189.5,4185.75,4189.25,short,4187.67855458889
2022-04-29 11:25:00,4173.0,4175.25,4172.5,4172.75,short,4174.628506147711
2022-04-29 12:08:00,4154.5,4155.0,4152.25,4154.5,long,4157.503240739196
2022-04-29 13:15:00,4141.0,4141.25,4138.25,4138.25,long,4143.195739041478
