entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,side,pnl,pnl%,pnl%_adj,status
2022-04-01,08:10:00,4535.07089758771,2022-04-01,08:15:00,4536.53687541029,long,-1.4659778225804985,-0.000323149103124587,-0.000323149103124587,lose
2022-04-01,09:11:00,4511.34832573939,2022-04-01,09:14:00,4510.52287211036,long,0.8254536290296528,0.00018300619516509187,0.00018300619516509187,win
2022-04-01,09:44:00,4512.68496258946,2022-04-01,10:00:00,4513.37770452495,short,-0.6927419354897211,-0.00015348636450152053,0.00015348636450152053,win
2022-04-01,11:12:00,4523.71134305316,2022-04-01,11:15:00,4524.4924922467,short,-0.7811491935399317,-0.00017264901972513513,0.00017264901972513513,win
2022-04-01,11:26:00,4527.35670595638,2022-04-01,11:29:00,4528.13785514993,short,-0.7811491935499362,-0.00017251002918594605,0.00017251002918594605,win
2022-04-01,11:42:00,4537.97465192257,2022-04-01,11:53:00,4542.37908740644,long,-4.404435483869747,-0.0009696318601151166,-0.0009696318601151166,lose
2022-04-01,13:49:00,4537.13716213501,2022-04-01,13:57:00,4537.56942019952,long,-0.4322580645102789,-9.526202785703486e-05,-9.526202785703486e-05,lose
2022-04-04,06:33:00,4537.94764600598,2022-04-04,06:40:00,4538.32587181243,long,-0.3782258064502457,-8.334038082180584e-05,-8.334038082180584e-05,lose
2022-04-04,06:49:00,4541.32569907556,2022-04-04,06:50:00,4541.46667689814,short,-0.14097782257977087,-3.1042355390753507e-05,3.1042355390753507e-05,win
2022-04-04,08:08:00,4564.23152579281,2022-04-04,08:47:00,4570.59831972443,long,-6.366793931620123,-0.0013929891638353453,-0.0013929891638353453,lose
2022-04-04,09:11:00,4566.22662986318,2022-04-04,09:43:00,4566.67947708533,long,-0.4528472221500124,-9.916334711523866e-05,-9.916334711523866e-05,lose
2022-04-04,10:01:00,4559.70169063381,2022-04-04,10:18:00,4556.3745232951,long,3.327167338710751,0.0007302225314667066,0.0007302225314667066,win
2022-04-04,11:07:00,4565.26116997427,2022-04-04,11:26:00,4564.82747338807,long,0.4336965862003126,9.500831931297249e-05,9.500831931297249e-05,win
2022-04-04,11:54:00,4572.16611106655,2022-04-04,12:51:00,4573.1372365011,short,-0.9711254345502311,-0.00021235431703192642,0.00021235431703192642,win
2022-04-04,12:55:00,4573.23401069465,2022-04-04,12:59:00,4575.77669161745,long,-2.5426809227992635,-0.0005556829133417374,-0.0005556829133417374,lose
2022-04-04,13:16:00,4577.28132871423,2022-04-04,14:00:00,4578.40957324333,short,-1.1282445290999021,-0.00024642717324663277,0.00024642717324663277,win
2022-04-05,06:35:00,4578.26138775946,2022-04-05,06:40:00,4578.13789985624,short,0.12348790321993874,2.6973390911511075e-05,-2.6973390911511075e-05,lose
2022-04-05,06:49:00,4577.91562163043,2022-04-05,07:00:00,4580.22359103415,long,-2.307969403719653,-0.000503898850754303,-0.000503898850754303,lose
2022-04-05,07:05:00,4580.8143168406,2022-04-05,07:06:00,4580.93246200189,long,-0.11814516128924879,-2.5790635917344318e-05,-2.5790635917344318e-05,lose
2022-04-05,08:02:00,4564.14489277612,2022-04-05,08:10:00,4567.02110245354,long,-2.8762096774198653,-0.0006297780572712686,-0.0006297780572712686,lose
2022-04-05,08:39:00,4552.35363087285,2022-04-05,08:57:00,4548.1720784535,long,4.181552419349828,0.0009193918671546175,0.0009193918671546175,win
2022-04-05,09:33:00,4538.85252139665,2022-04-05,09:51:00,4532.53165446116,short,6.3208669354908125,0.0013945554973167074,-0.0013945554973167074,lose
2022-04-05,10:06:00,4547.32991252289,2022-04-05,10:08:00,4547.82033590999,short,-0.49042338710023614,-0.00010783701880823227,0.00010783701880823227,win
2022-04-05,10:29:00,4552.96978147451,2022-04-05,10:34:00,4554.19583994225,long,-1.226058467740586,-0.00026921513936395414,-0.00026921513936395414,lose
2022-04-05,11:37:00,4542.8619556103,2022-04-05,11:58:00,4544.55127012643,long,-1.6893145161293432,-0.00037172306256816334,-0.00037172306256816334,lose
2022-04-05,12:39:00,4519.4841498697,2022-04-05,12:47:00,4516.95955309551,long,2.5245967741893764,0.0005589150720775038,0.0005589150720775038,win
2022-04-05,12:50:00,4516.01282930519,2022-04-05,12:51:00,4515.69725470841,short,0.31557459678060695,6.988391359752377e-05,-6.988391359752377e-05,lose
2022-04-05,13:13:00,4526.89022638226,2022-04-05,13:54:00,4524.32389350094,long,2.566332881319795,0.0005672301412829039,0.0005672301412829039,win
2022-04-06,06:30:00,4524.46290559771,2022-04-06,06:31:00,4524.48276446868,long,-0.0198588709699834,-4.389202479915255e-06,-4.389202479915255e-06,lose
2022-04-06,07:12:00,4460.44398214513,2022-04-06,07:14:00,4459.60940553223,long,0.834576612899582,0.00018714119040663668,0.00018714119040663668,win
2022-04-06,07:59:00,4464.73979879347,2022-04-06,08:04:00,4464.65764153541,long,0.0821572580598513,1.8401692728930996e-05,1.8401692728930996e-05,win
2022-04-06,08:09:00,4464.57548427734,2022-04-06,08:22:00,4457.31938643454,long,7.256097842800045,0.0016279061951187668,0.0016279061951187668,win
2022-04-06,09:13:00,4466.7330337779,2022-04-06,09:15:00,4466.93454587467,long,-0.20151209676987492,-4.51119430339153e-05,-4.51119430339153e-05,lose
2022-04-06,09:48:00,4462.19687069232,2022-04-06,10:21:00,4462.94218935687,short,-0.7453186645498135,-0.00016700163993321748,0.00016700163993321748,win
2022-04-06,11:02:00,4485.49240041265,2022-04-06,11:05:00,4486.8829246062,short,-1.3905241935499362,-0.0003099087310534099,0.0003099087310534099,win
2022-04-06,11:24:00,4454.20900352323,2022-04-06,11:25:00,4453.17498134581,short,1.034022177420411,0.0002321988652482787,-0.0002321988652482787,lose
2022-04-06,11:55:00,4487.81029639337,2022-04-06,11:57:00,4489.54013510305,short,-1.7298387096798251,-0.0003853042088106662,0.0003853042088106662,win
2022-04-06,12:00:00,4492.13489316757,2022-04-06,12:02:00,4493.86473187724,short,-1.7298387096698207,-0.0003849334176436736,0.0003849334176436736,win
2022-04-06,12:50:00,4494.79210723692,2022-04-06,12:53:00,4485.63051124934,long,9.161595987579858,0.0020424321540981616,0.0020424321540981616,win
2022-04-06,12:54:00,4486.14916044289,2022-04-06,12:55:00,4486.66780963644,long,-0.5186491935501181,-0.00011559785915871146,-0.00011559785915871146,lose
2022-04-07,06:30:00,4472.33531575425,2022-04-07,06:33:00,4472.08944881877,long,0.24586693548008043,5.497808983778718e-05,5.497808983778718e-05,win
2022-04-07,06:34:00,4472.00749317361,2022-04-07,06:37:00,4471.76162623812,short,0.24586693549008487,5.498212025600857e-05,-5.498212025600857e-05,lose
2022-04-07,06:49:00,4470.77815849619,2022-04-07,06:50:00,4470.69620285103,long,0.08195564516063314,1.833174106269375e-05,1.833174106269375e-05,win
2022-04-07,07:00:00,4480.94204528604,2022-04-07,07:04:00,4481.87329528604,short,-0.9312499999996362,-0.0002077814205455608,0.0002077814205455608,win
2022-04-07,07:40:00,4462.85561842623,2022-04-07,07:41:00,4462.43530592623,long,0.4203124999994543,9.418904055391586e-05,9.418904055391586e-05,win
2022-04-07,07:48:00,4459.49311842623,2022-04-07,07:50:00,4458.65249342623,long,0.8406249999998181,0.00018853790494754996,0.00018853790494754996,win
2022-04-07,08:28:00,4459.60125282488,2022-04-07,08:29:00,4459.43366209908,long,0.1675907258004372,3.758116803598277e-05,3.758116803598277e-05,win
2022-04-07,08:42:00,4457.25498266359,2022-04-07,08:47:00,4456.41702903456,long,0.8379536290303804,0.00018803303720704712,0.00018803303720704712,win
2022-04-07,08:49:00,4456.08184758295,2022-04-07,08:54:00,4455.24389395392,long,0.8379536290303804,0.00018808254923308176,0.00018808254923308176,win
2022-04-07,09:02:00,4454.33621594776,2022-04-07,09:04:00,4454.20365546389,short,0.13256048387029296,2.9760759526098468e-05,-2.9760759526098468e-05,lose
2022-04-07,10:32:00,4481.5658673621,2022-04-07,10:39:00,4486.82715768468,long,-5.261290322579953,-0.0011726082012250005,-0.0011726082012250005,lose
2022-04-07,11:07:00,4483.27704299418,2022-04-07,11:09:00,4483.9192808974,short,-0.6422379032201206,-0.00014323137036753586,0.00014323137036753586,win
2022-04-07,11:14:00,4485.52487565547,2022-04-07,11:16:00,4486.16711355869,short,-0.6422379032201206,-0.00014315960305599784,0.00014315960305599784,win
2022-04-07,11:18:00,4486.80935146192,2022-04-07,11:25:00,4489.05718412321,long,-2.2478326612899764,-0.0005007360274313921,-0.0005007360274313921,lose
2022-04-07,11:26:00,4489.37830307482,2022-04-07,11:29:00,4490.34165992966,short,-0.9633568548397307,-0.00021453976730467783,0.00021453976730467783,win
2022-04-07,11:44:00,4485.6567577311,2022-04-07,11:48:00,4485.61099160207,short,0.0457661290301985,1.0202875174947224e-05,-1.0202875174947224e-05,lose
2022-04-07,12:50:00,4504.84386555844,2022-04-07,12:51:00,4504.70228289715,long,0.1415826612892488,3.142997081662102e-05,3.142997081662102e-05,win
2022-04-07,12:52:00,4504.56070023586,2022-04-07,12:55:00,4504.13595225199,short,0.42474798387047485,9.43017680579139e-05,-9.43017680579139e-05,lose
2022-04-07,13:07:00,4497.63082477769,2022-04-07,13:22:00,4488.21802235834,short,9.412802419349646,0.0020972248612833866,-0.0020972248612833866,lose
2022-04-08,06:32:00,4487.99693811139,2022-04-08,06:33:00,4487.79068811139,long,0.2062499999992724,4.595802574880459e-05,4.595802574880459e-05,win
2022-04-08,07:15:00,4477.01515941705,2022-04-08,07:16:00,4476.92801223963,short,0.08714717741986533,1.9465842913124476e-05,-1.9465842913124476e-05,lose
2022-04-08,07:19:00,4476.66657070738,2022-04-08,07:23:00,4476.3179819977,short,0.3485887096794613,7.78739828317665e-05,-7.78739828317665e-05,lose
2022-04-08,07:41:00,4490.27099117588,2022-04-08,07:49:00,4493.63994278878,long,-3.368951612899764,-0.0007497155214463147,-0.0007497155214463147,lose
2022-04-08,07:52:00,4494.90329964362,2022-04-08,07:53:00,4495.32441859523,short,-0.42111895160996937,-9.36793237586997e-05,9.36793237586997e-05,win
2022-04-08,09:19:00,4508.44935526462,2022-04-08,09:21:00,4508.69320607107,short,-0.24385080644970003,-5.4084586221470055e-05,5.4084586221470055e-05,win
2022-04-08,09:41:00,4511.13171413559,2022-04-08,09:43:00,4511.37556494204,short,-0.24385080644970003,-5.405242878575578e-05,5.405242878575578e-05,win
2022-04-08,10:52:00,4498.36064466389,2022-04-08,11:25:00,4501.5548525771,short,-3.194207913210448,-0.000709578805061506,0.000709578805061506,win
2022-04-08,12:22:00,4499.72758870641,2022-04-08,12:30:00,4500.21710483544,long,-0.4895161290305623,-0.00010877611404669363,-0.00010877611404669363,lose
2022-04-08,12:32:00,4500.3394838677,2022-04-08,12:35:00,4500.52305241608,long,-0.1835685483792986,-4.0788269772495944e-05,-4.0788269772495944e-05,lose
2022-04-08,13:00:00,4490.31869398821,2022-04-08,13:17:00,4486.33517584305,short,3.9835181451599055,0.0008879225445770356,-0.0008879225445770356,lose
2022-04-08,13:33:00,4488.52157222887,2022-04-08,14:00:00,4483.7612998744,long,4.760272354470544,0.0010616694413692063,0.0010616694413692063,win
2022-04-11,06:30:00,4483.70565471311,2022-04-11,06:31:00,4483.65000955182,long,0.05564516128924879,1.241068352131336e-05,1.241068352131336e-05,win
2022-04-11,09:46:00,4428.59103566079,2022-04-11,09:54:00,4428.10635824144,short,0.4846774193501915,0.0001094547827307224,-0.0001094547827307224,lose
2022-04-11,09:58:00,4427.28913318979,2022-04-11,10:01:00,4427.21866948012,short,0.07046370966963877,1.5916021983697348e-05,-1.5916021983697348e-05,lose
2022-04-11,10:24:00,4426.67844770592,2022-04-11,10:30:00,4428.8556671106,long,-2.1772194046798177,-0.0004915986359294022,-0.0004915986359294022,lose
2022-04-11,11:01:00,4430.33504022884,2022-04-11,11:06:00,4430.501370874,long,-0.16633064516008744,-3.754217214635425e-05,-3.754217214635425e-05,lose
2022-04-11,11:13:00,4430.73423377723,2022-04-11,11:15:00,4430.80076603529,long,-0.0665322580598513,-1.501585414764861e-05,-1.501585414764861e-05,lose
2022-04-11,11:32:00,4423.87809567737,2022-04-11,11:45:00,4420.1727025322,short,3.705393145170092,0.0008382914864497604,-0.0008382914864497604,lose
2022-04-11,12:02:00,4438.43662859778,2022-04-11,12:03:00,4438.86319109778,short,-0.4265624999998181,-9.609723968406758e-05,9.609723968406758e-05,win
2022-04-11,12:40:00,4417.1851540894,2022-04-11,12:42:00,4416.20178715391,short,0.9833669354902668,0.00022267255503383154,-0.00022267255503383154,lose
2022-04-11,12:45:00,4414.72673675069,2022-04-11,12:52:00,4411.28495247649,long,3.4417842742004723,0.0007802226134288048,0.0007802226134288048,win
2022-04-11,12:54:00,4410.30158554101,2022-04-11,12:59:00,4407.8431682023,long,2.4584173387102055,0.0005577370257736636,0.0005577370257736636,win
2022-04-11,13:05:00,4406.9764383423,2022-04-11,13:12:00,4404.87255729391,short,2.103881048389667,0.0004776258611400852,-0.0004776258611400852,lose
2022-04-11,13:38:00,4407.50955724426,2022-04-11,13:59:00,4406.12825684104,short,1.3813004032199387,0.00031349527809942934,-0.00031349527809942934,lose
2022-04-12,07:48:00,4442.46576302752,2022-04-12,07:50:00,4441.65275899526,long,0.8130040322594141,0.00018304088058496149,0.00018304088058496149,win
2022-04-12,07:57:00,4438.80724488236,2022-04-12,08:02:00,4436.77473480171,long,2.0325100806494447,0.0004581053134626867,0.0004581053134626867,win
2022-04-12,08:09:00,4436.19344631163,2022-04-12,08:14:00,4435.62212574711,long,0.5713205645206472,0.00012880280337768113,0.00012880280337768113,win
2022-04-12,09:17:00,4440.41601818927,2022-04-12,09:20:00,4439.45235891507,short,0.9636592741999266,0.0002170671506958044,-0.0002170671506958044,lose
2022-04-12,09:23:00,4438.48869964088,2022-04-12,09:24:00,4438.16747988281,long,0.32121975807058334,7.237666436132884e-05,7.237666436132884e-05,win
2022-04-12,10:13:00,4428.6020541172,2022-04-12,10:30:00,4427.57211460107,short,1.0299395161300708,0.00023261947845720776,-0.00023261947845720776,lose
2022-04-12,10:33:00,4427.39036056881,2022-04-12,10:38:00,4427.08743718172,short,0.3029233870902317,6.842498400772001e-05,-6.842498400772001e-05,lose
2022-04-12,10:39:00,4427.0268525043,2022-04-12,10:42:00,4426.84509847204,long,0.18175403225995979,4.1057237878616704e-05,4.1057237878616704e-05,win
2022-04-12,11:45:00,4398.7209473053,2022-04-12,11:46:00,4394.39995446127,short,4.3209928440301155,0.0009832953051174265,-0.0009832953051174265,lose
2022-04-12,12:03:00,4391.84652704191,2022-04-12,12:07:00,4391.2457205903,long,0.6008064516099694,0.00013681913740160034,0.00013681913740160034,win
2022-04-12,13:06:00,4391.54281634761,2022-04-12,13:09:00,4392.08066917019,short,-0.5378528225801347,-0.000122459686670906,0.000122459686670906,win
2022-04-12,13:22:00,4397.10008621675,2022-04-12,13:30:00,4398.30371524901,long,-1.203629032259414,-0.0002736575530439822,-0.0002736575530439822,lose
2022-04-12,13:34:00,4398.90552976513,2022-04-12,14:00:00,4396.75276530336,long,2.152764461769948,0.0004896259982498652,0.0004896259982498652,win
2022-04-13,06:32:00,4396.76758385175,2022-04-13,06:34:00,4396.777462884,short,-0.009879032249955344,-2.2468802056696546e-06,2.2468802056696546e-06,win
2022-04-13,06:51:00,4412.10536341455,2022-04-13,06:56:00,4414.92769204359,long,-2.8223286290394753,-0.0006392695024486361,-0.0006392695024486361,lose
2022-04-13,09:04:00,4420.75852279383,2022-04-13,09:21:00,4418.53669819706,short,2.221824596769693,0.0005028417208068348,-0.0005028417208068348,lose
2022-04-13,09:27:00,4426.43679224122,2022-04-13,09:35:00,4428.35614707993,long,-1.9193548387102055,-0.000433423775089925,-0.000433423775089925,lose
2022-04-13,09:40:00,4429.55574385412,2022-04-13,09:44:00,4430.51542127348,short,-0.9596774193596502,-0.00021660626995034793,0.00021660626995034793,win
2022-04-13,11:31:00,4433.26904643707,2022-04-13,11:37:00,4433.79888514675,long,-0.529838709680007,-0.00011949994201476688,-0.00011949994201476688,lose
2022-04-13,11:41:00,4434.1521109532,2022-04-13,11:53:00,4435.21178837256,short,-1.059677419360014,-0.0002389237470323824,0.0002389237470323824,win
2022-04-13,13:14:00,4440.92838122684,2022-04-13,13:59:00,4439.87711110311,long,1.051270123730319,0.00023677910388575363,0.00023677910388575363,win
2022-04-14,06:30:00,4439.88240344182,2022-04-14,06:34:00,4443.96124066747,short,-4.078837225649295,-0.0009178381639162181,0.0009178381639162181,win
2022-04-14,06:40:00,4444.87363986102,2022-04-14,06:43:00,4445.32983945779,long,-0.456199596769693,-0.00010262446505548972,-0.00010262446505548972,lose
2022-04-14,07:09:00,4426.52923518934,2022-04-14,07:22:00,4416.90700736676,long,9.622227822580498,0.0021784990733406673,0.0021784990733406673,win
2022-04-14,07:38:00,4424.94507211787,2022-04-14,07:40:00,4425.16190679529,long,-0.21683467741968343,-4.9000394106824e-05,-4.9000394106824e-05,lose
2022-04-14,07:47:00,4425.92082816626,2022-04-14,07:50:00,4426.24608018239,short,-0.32525201612952515,-7.348258778150374e-05,7.348258778150374e-05,win
2022-04-14,07:59:00,4427.22183623077,2022-04-14,08:13:00,4426.44677209192,long,0.7750641388502117,0.00017509848841679165,0.00017509848841679165,win
2022-04-14,08:15:00,4426.65594547902,2022-04-14,08:21:00,4427.28346564031,long,-0.6275201612897945,-0.0001417393230318531,-0.0001417393230318531,lose
2022-04-14,08:24:00,4427.59722572095,2022-04-14,08:26:00,4427.80639910805,short,-0.20917338710023614,-4.724086110508008e-05,4.724086110508008e-05,win
2022-04-14,08:31:00,4428.32933257579,2022-04-14,08:38:00,4428.28153006613,long,0.047802509660868964,1.0794821724058323e-05,1.0794821724058323e-05,win
2022-04-14,09:20:00,4416.51273422359,2022-04-14,09:28:00,4415.74660519133,long,0.7661290322603236,0.00017349931976617938,0.00017349931976617938,win
2022-04-14,09:42:00,4407.72391898216,2022-04-14,10:03:00,4400.132588337,short,7.591330645160269,0.0017252504311533468,-0.0017252504311533468,lose
2022-04-14,10:12:00,4409.31845362167,2022-04-14,10:14:00,4409.56290926684,short,-0.2444556451691824,-5.5437613704412136e-05,5.5437613704412136e-05,win
2022-04-14,10:35:00,4412.12969354103,2022-04-14,10:45:00,4412.7858968281,short,-0.6562032870697294,-0.00014870499099928214,0.00014870499099928214,win
2022-04-14,11:54:00,4410.14295287897,2022-04-14,11:58:00,4408.93650126607,long,1.2064516129003096,0.00027363778374978054,0.00027363778374978054,win
2022-04-14,12:07:00,4406.22198513704,2022-04-14,12:09:00,4405.61875933058,long,0.6032258064597045,0.00013692192616132637,0.00013692192616132637,win
2022-04-14,12:50:00,4395.09530361164,2022-04-14,12:51:00,4394.72579756325,long,0.36950604838966683,8.407943189414624e-05,8.407943189414624e-05,win
2022-04-14,12:53:00,4393.98678546647,2022-04-14,12:59:00,4391.76974917615,long,2.217036290319811,0.0005048161486005398,0.0005048161486005398,win
2022-04-14,13:16:00,4385.48814635357,2022-04-14,13:59:00,4386.83793388542,short,-1.34978753184987,-0.000307690311835751,0.000307690311835751,win
2022-04-18,06:30:00,4386.85305485316,2022-04-18,06:31:00,4386.8681758209,long,-0.015120967740585911,-3.4468707822421507e-06,-3.4468707822421507e-06,lose
2022-04-18,09:24:00,4370.09794814519,2022-04-18,09:33:00,4366.72929895164,short,3.3686491935495724,0.0007714353152961095,-0.0007714353152961095,lose
2022-04-18,10:03:00,4374.2940276853,2022-04-18,10:07:00,4374.93374542723,long,-0.6397177419303262,-0.00014622341254855176,-0.00014622341254855176,lose
2022-04-18,10:18:00,4376.69296921755,2022-04-18,10:27:00,4380.44443805888,long,-3.7514688413302792,-0.0008564128353589773,-0.0008564128353589773,lose
2022-04-18,10:29:00,4380.71883322017,2022-04-18,10:31:00,4380.99322838146,short,-0.2743951612892488,-6.263309413756524e-05,6.263309413756524e-05,win
2022-04-18,10:58:00,4411.47453763506,2022-04-18,10:59:00,4412.23663440926,long,-0.7620967741995628,-0.00017272345917629384,-0.00017272345917629384,lose
2022-04-18,11:48:00,4394.69141961972,2022-04-18,12:01:00,4396.28860424636,short,-1.5971846266393186,-0.0003633029517435826,0.0003633029517435826,win
2022-04-18,12:30:00,4381.99056581967,2022-04-18,12:32:00,4381.09963840032,long,0.8909274193501915,0.00020335703199747535,0.00020335703199747535,win
2022-04-18,12:44:00,4375.75407388419,2022-04-18,12:46:00,4374.86314646484,long,0.8909274193501915,0.00020364692323471267,0.00020364692323471267,win
2022-04-18,12:52:00,4372.19036420677,2022-04-18,12:53:00,4371.74490049709,short,0.4454637096796432,0.00010189608950628148,-0.00010189608950628148,lose
2022-04-19,06:42:00,4396.77923152908,2022-04-19,06:43:00,4396.62081419037,short,0.15841733871002361,3.603161277832001e-05,-3.603161277832001e-05,lose
